userId,movieId,rating,timestamp
1,1,5,1587989292
1,780,0,1587989292
1,590,0,1587989292
1,1210,4,1587989292
1,648,4,1587989292
1,344,4,1587989292
1,165,3,1587989292
1,153,0,1587989292
1,597,0,1587989292
1,1580,3,1587989292
1,231,0,1587989292
